visibility,windBearing,temperature,dewPoint,pressure,apparentTemperature,windSpeed,humidity,C1,C2,C3,C4,C5,C6,C7,C8
0.8852223816355811,0.6685236768802229,0.6265746850629875,0.6906194690265486,0.5544642857142862,0.6513736996532409,0.6204545454545454,0.6133333333333333,0.5544642857142862,0.6133333333333333,0.6204545454545454,0.6265746850629875,0.6513736996532409,0.6685236768802229,0.6906194690265486,0.8852223816355811
0.8658536585365854,0.6518105849582173,0.6382723455308941,0.7058407079646017,0.5471726190476194,0.6617764737263271,0.6242424242424242,0.6133333333333333,0.5471726190476194,0.6133333333333333,0.6242424242424242,0.6382723455308941,0.6518105849582173,0.6617764737263271,0.7058407079646017,0.8658536585365854
0.8981348637015782,0.7632311977715878,0.5398920215956811,0.5890265486725664,0.6194940476190481,0.5742864763937049,0.6340909090909091,0.6,0.5398920215956811,0.5742864763937049,0.5890265486725664,0.6,0.6194940476190481,0.6340909090909091,0.7632311977715878,0.8981348637015782
0.9203730272596844,0.6518105849582173,0.5392921415716857,0.6297345132743363,0.5723214285714296,0.5737530008002133,0.6295454545454545,0.68,0.5392921415716857,0.5723214285714296,0.5737530008002133,0.6295454545454545,0.6297345132743363,0.6518105849582173,0.68,0.9203730272596844
0.9110473457675752,0.724233983286908,0.5380923815236953,0.6417699115044248,0.5949404761904771,0.5726860496132301,0.6257575757575757,0.7066666666666667,0.5380923815236953,0.5726860496132301,0.5949404761904771,0.6257575757575757,0.6417699115044248,0.7066666666666667,0.724233983286908,0.9110473457675752
0.8888091822094691,0.6629526462395543,0.6493701259748051,0.6690265486725663,0.5389880952380962,0.6716457722059216,0.6446969696969697,0.5333333333333333,0.5333333333333333,0.5389880952380962,0.6446969696969697,0.6493701259748051,0.6629526462395543,0.6690265486725663,0.6716457722059216,0.8888091822094691
0.949067431850789,0.6545961002785515,0.5299940011997601,0.6223008849557522,0.5752976190476191,0.5654841291010937,0.6537878787878788,0.6933333333333334,0.5299940011997601,0.5654841291010937,0.5752976190476191,0.6223008849557522,0.6537878787878788,0.6545961002785515,0.6933333333333334,0.949067431850789
0.8464849354375896,0.6685236768802229,0.5296940611877625,0.6633628318584069,0.5790178571428573,0.5652173913043478,0.6090909090909091,0.7733333333333333,0.5296940611877625,0.5652173913043478,0.5790178571428573,0.6090909090909091,0.6633628318584069,0.6685236768802229,0.7733333333333333,0.8464849354375896
0.8185078909612625,0.6601671309192201,0.6358728254349131,0.6902654867256637,0.5288690476190476,0.6596425713523605,0.6681818181818181,0.5866666666666666,0.5288690476190476,0.5866666666666666,0.6358728254349131,0.6596425713523605,0.6601671309192201,0.6681818181818181,0.6902654867256637,0.8185078909612625
0.949067431850789,0.6629526462395543,0.5257948410317937,0.6516814159292034,0.5863095238095241,0.5617497999466524,0.6333333333333332,0.7599999999999999,0.5257948410317937,0.5617497999466524,0.5863095238095241,0.6333333333333332,0.6516814159292034,0.6629526462395543,0.7599999999999999,0.949067431850789
0.977761836441894,0.6963788300835655,0.5932813437312539,0.7026548672566372,0.5438988095238094,0.6217658042144573,0.5257575757575758,0.7066666666666667,0.5257575757575758,0.5438988095238094,0.5932813437312539,0.6217658042144573,0.6963788300835655,0.7026548672566372,0.7066666666666667,0.977761836441894
0.718077474892396,0.6183844011142061,0.5917816436712658,0.7773451327433628,0.5226190476190482,0.620432115230728,0.5393939393939393,0.8666666666666667,0.5226190476190482,0.5393939393939393,0.5917816436712658,0.6183844011142061,0.620432115230728,0.718077474892396,0.7773451327433628,0.8666666666666667
0.9110473457675752,0.6824512534818942,0.5224955008998201,0.5624778761061946,0.7221726190476211,0.5588156841824486,0.6159090909090911,0.6,0.5224955008998201,0.5588156841824486,0.5624778761061946,0.6,0.6159090909090911,0.6824512534818942,0.7221726190476211,0.9110473457675752
0.9354375896700144,0.6657381615598886,0.6352729454109178,0.6484955752212389,0.5650297619047628,0.659109095758869,0.5795454545454545,0.52,0.52,0.5650297619047628,0.5795454545454545,0.6352729454109178,0.6484955752212389,0.659109095758869,0.6657381615598886,0.9354375896700144
0.921090387374462,0.6518105849582173,0.6595680863827236,0.7015929203539824,0.516815476190477,0.6807148572952788,0.6992424242424242,0.5733333333333334,0.516815476190477,0.5733333333333334,0.6518105849582173,0.6595680863827236,0.6807148572952788,0.6992424242424242,0.7015929203539824,0.921090387374462
0.9110473457675752,0.8050139275766016,0.5155968806238753,0.5398230088495575,0.6418154761904767,0.5526807148572952,0.6371212121212121,0.5733333333333334,0.5155968806238753,0.5398230088495575,0.5526807148572952,0.5733333333333334,0.6371212121212121,0.6418154761904767,0.8050139275766016,0.9110473457675752
0.917503586800574,0.6963788300835655,0.5782843431313738,0.6881415929203539,0.552380952380953,0.6084289143771673,0.5128787878787878,0.7066666666666667,0.5128787878787878,0.552380952380953,0.5782843431313738,0.6084289143771673,0.6881415929203539,0.6963788300835655,0.7066666666666667,0.917503586800574
0.943328550932568,0.6350974930362117,0.6274745050989803,0.6605309734513273,0.6281250000000012,0.6521739130434783,0.5121212121212121,0.56,0.5121212121212121,0.56,0.6274745050989803,0.6281250000000012,0.6350974930362117,0.6521739130434783,0.6605309734513273,0.943328550932568
0.949067431850789,0.6573816155988857,0.5119976004799041,0.6566371681415928,0.5946428571428582,0.5494798612963457,0.6106060606060606,0.7999999999999999,0.5119976004799041,0.5494798612963457,0.5946428571428582,0.6106060606060606,0.6566371681415928,0.6573816155988857,0.7999999999999999,0.949067431850789
0.9110473457675752,0.6768802228412256,0.5119976004799041,0.5642477876106194,0.7315476190476193,0.5494798612963457,0.6037878787878788,0.6133333333333333,0.5119976004799041,0.5494798612963457,0.5642477876106194,0.6037878787878788,0.6133333333333333,0.6768802228412256,0.7315476190476193,0.9110473457675752
